model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
L-LSPIN,lspin_tf,0.2,0.0018,0.15,0,2,0.6374319360188353,2.343472140006932,0.3066361556064073,2.999294567247677,0.4292866082603254
L-LSPIN,lspin_tf,0.2,0.0018,0.15,1,2,0.5821109674549838,2.2385405516484123,0.2889390519187358,2.850641483739775,0.3995098039215686
L-LSPIN,lspin_tf,0.2,0.0014,0.15,0,1,0.5758762532009417,2.3697050370965616,0.3111366245694604,2.684499802172119,0.3676646706586826
L-LSPIN,lspin_tf,0.2,0.0014,0.15,0,2,0.6258131094031344,2.2385405516484123,0.2889390519187358,2.824408586650145,0.3943833943833943
L-LSPIN,lspin_tf,0.2,0.0014,0.15,1,2,0.641166448843162,2.465892326425204,0.327906976744186,2.824408586650145,0.3943833943833943
L-LSPIN,lspin_tf,0.2,0.0011,0.15,0,1,0.5897326813416893,2.4396594293355744,0.3232908458864426,2.448403728365451,0.3248259860788863
L-LSPIN,lspin_tf,0.2,0.0011,0.15,0,2,0.5791231795606986,2.2997506448575487,0.2992036405005688,2.736965596351379,0.3775633293124246
L-LSPIN,lspin_tf,0.2,0.0011,0.15,1,2,0.5757710984908049,2.325983541947178,0.3036529680365297,2.430915130305697,0.3217592592592592
L-LSPIN,lspin_tf,0.2,0.0009,0.15,0,1,0.5852715448334127,2.430915130305697,0.3217592592592592,2.4396594293355744,0.3232908458864426
L-LSPIN,lspin_tf,0.2,0.0009,0.15,0,2,0.3950314534576757,1.6264396195570494,0.1945606694560669,2.2560291497081653,0.2918552036199095
L-LSPIN,lspin_tf,0.2,0.0009,0.15,1,2,0.5673705059841818,2.378449336126438,0.3126436781609195,2.6145454099331062,0.3546856465005931
L-LSPIN,lspin_tf,0.17,0.0025,0.15,0,1,0.6522932160843794,2.282262046797795,0.2962542565266742,2.9643173711281707,0.4221668742216687
L-LSPIN,lspin_tf,0.17,0.0025,0.15,0,2,0.6571704563267408,2.203563355528906,0.2831460674157303,3.06924895948669,0.4437420986093552
L-LSPIN,lspin_tf,0.17,0.0025,0.15,1,2,0.7130544137101447,2.4134265322459445,0.3187066974595843,3.366555126502495,0.5085865257595773
L-LSPIN,lspin_tf,0.17,0.0018,0.15,0,1,0.6766222581684661,2.422170831275821,0.3202312138728324,3.261623538143976,0.4850455136540962
L-LSPIN,lspin_tf,0.17,0.0018,0.15,0,2,0.6628637049334597,2.544591017694094,0.3419506462984724,3.0779932585165666,0.4455696202531645
L-LSPIN,lspin_tf,0.17,0.0018,0.15,1,2,0.6798770682500513,2.4833809244849574,0.331002331002331,3.0867375575464435,0.4474017743979721
L-LSPIN,lspin_tf,0.17,0.0014,0.15,0,1,0.5331935037656441,2.0286773749313736,0.2549450549450549,2.570823914783724,0.3466981132075472
L-LSPIN,lspin_tf,0.17,0.0014,0.15,0,2,0.6489218210868074,2.2385405516484123,0.2889390519187358,3.025527464337307,0.4346733668341708
L-LSPIN,lspin_tf,0.17,0.0014,0.15,1,2,0.6820382260468623,2.3871936351563146,0.3141542002301496,3.0779932585165666,0.4455696202531645
L-LSPIN,lspin_tf,0.17,0.0011,0.15,0,1,0.6016233284403826,2.221051953588659,0.286036036036036,2.736965596351379,0.3775633293124246
L-LSPIN,lspin_tf,0.17,0.0011,0.15,0,2,0.5209878895706522,2.334727840977055,0.3051428571428571,1.9150014875429773,0.2372697724810401
L-LSPIN,lspin_tf,0.17,0.0011,0.15,1,2,0.4960269109668329,2.2560291497081653,0.2918552036199095,2.03742167396125,0.2563256325632563
L-LSPIN,lspin_tf,0.17,0.0009,0.15,0,1,0.3785915797250135,1.8975128894832245,0.2345945945945945,2.0461659729911266,0.2577092511013216
L-LSPIN,lspin_tf,0.17,0.0009,0.15,0,2,0.6028801663430585,2.562079615753847,0.3451118963486455,2.7019884002318726,0.3709483793517407
L-LSPIN,lspin_tf,0.17,0.0009,0.15,1,2,0.3369428064399437,1.7138826098558155,0.2071881606765327,1.9150014875429773,0.2372697724810401
Concrete,concrete,0.15,0.002,0.15,0,1,0.8889940633651269,3.2791121362037288,0.4889178617992177,3.899957367324968,0.6408045977011494
Concrete,concrete,0.15,0.002,0.15,0,2,0.8439885509890539,3.1042261556061965,0.4510800508259212,3.8037700779963255,0.6152758132956153
Concrete,concrete,0.15,0.002,0.15,1,2,0.8797174643077698,3.139203351725703,0.458492975734355,3.899957367324968,0.6408045977011494
Concrete,concrete,0.15,0.0017,0.15,0,1,0.8790340012613181,3.1042261556061965,0.4510800508259212,4.031121852773118,0.6769456681350955
Concrete,concrete,0.15,0.0017,0.15,0,2,0.85060590161622,3.112970454636073,0.4529262086513995,3.8037700779963255,0.6152758132956153
Concrete,concrete,0.15,0.0017,0.15,1,2,0.8427802660818768,3.1741805478452094,0.465982028241335,3.882468769265215,0.6361031518624641
Concrete,concrete,0.15,0.0014,0.15,0,1,0.9016595394765204,3.3315779303829887,0.5006570302233903,3.716327087697559,0.592747559274756
Concrete,concrete,0.15,0.0014,0.15,0,2,0.869736524849515,3.139203351725703,0.458492975734355,3.795025778966449,0.6129943502824858
Concrete,concrete,0.15,0.0014,0.15,1,2,0.9255149116936444,3.593906901279287,0.5622435020519836,4.258473627549909,0.7435114503816794
Concrete,concrete,0.15,0.0012,0.15,0,1,0.9082808471667332,3.541441107100028,0.5495251017639078,4.171030637251143,0.7172932330827068
Concrete,concrete,0.15,0.0012,0.15,0,2,0.91688881964023,3.506463910980521,0.5411605937921727,4.232240730460279,0.7355623100303952
Concrete,concrete,0.15,0.0012,0.15,1,2,0.8932333653559387,3.830002975085955,0.6221590909090909,4.022377553743241,0.6744868035190615
Concrete,concrete,0.15,0.001,0.15,0,1,0.8735405024652101,3.602651200309164,0.5643835616438356,3.6638612935183,0.5795297372060858
Concrete,concrete,0.15,0.001,0.15,0,2,0.8663821544982729,3.462742415831137,0.5308310991957105,3.9436788624743513,0.6526772793053546
Concrete,concrete,0.15,0.001,0.15,1,2,0.9022650566173708,3.3315779303829887,0.5006570302233903,4.1360534411316365,0.7070254110612855
Concrete,concrete,0.12,0.002,0.15,0,1,0.8494928404106977,3.139203351725703,0.458492975734355,3.6900941906079296,0.5861111111111111
Concrete,concrete,0.12,0.002,0.15,0,2,0.850652383033309,3.209157743964716,0.4735483870967742,3.899957367324968,0.6408045977011494
Concrete,concrete,0.12,0.002,0.15,1,2,0.8346377130718352,3.252879239114099,0.4831168831168831,3.795025778966449,0.6129943502824858
Concrete,concrete,0.12,0.0017,0.15,0,1,0.8676107132182916,3.1566919497854564,0.4622279129321383,3.952423161504228,0.6550724637681159
Concrete,concrete,0.12,0.0017,0.15,0,2,0.8966152836598528,3.427765219711631,0.5226666666666666,3.917445965384721,0.6455331412103746
