model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.00875,0.1,0,4,1.0,1.0
LSPIN,lspin_tf,mlp,0.00875,0.1,1,2,1.0,1.0
LSPIN,lspin_tf,mlp,0.00875,0.1,1,3,0.9568397584749104,0.910928147282069
LSPIN,lspin_tf,mlp,0.00875,0.1,1,4,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.00875,0.1,2,3,0.9568397584749104,0.9109281472820692
LSPIN,lspin_tf,mlp,0.00875,0.1,2,4,0.989125056765531,0.9786286105903444
LSPIN,lspin_tf,mlp,0.00875,0.1,3,4,0.967051393904164,0.9320409559245368
LSPIN,lspin_tf,mlp,0.0105,0.1,0,1,0.9542591038454924,0.914902243374305
LSPIN,lspin_tf,mlp,0.0105,0.1,0,2,0.9289749083687217,0.8723576031682808
LSPIN,lspin_tf,mlp,0.0105,0.1,0,3,0.9676809045570076,0.9495003853459963
LSPIN,lspin_tf,mlp,0.0105,0.1,0,4,0.9647373173534723,0.9285487327426408
LSPIN,lspin_tf,mlp,0.0105,0.1,1,2,0.9737236334856748,0.9417638010433796
LSPIN,lspin_tf,mlp,0.0105,0.1,1,3,0.986583403977258,0.9652878613398468
LSPIN,lspin_tf,mlp,0.0105,0.1,1,4,0.9892653321783492,0.9785931364263128
LSPIN,lspin_tf,mlp,0.0105,0.1,2,3,0.9612872360968784,0.9228139309961212
LSPIN,lspin_tf,mlp,0.0105,0.1,2,4,0.9629872679070804,0.9203512409494796
LSPIN,lspin_tf,mlp,0.0105,0.1,3,4,0.9758263933893848,0.9440769179685802
LSPIN,lspin_tf,mlp,0.014,0.1,0,1,0.7935152635680452,0.7920802321087701
